query_no,latency,aqp_std,true_std,true_aggregate,count
9,0.054281183000000066,2982.5875946835463,2896.42815878454,839,839
9,0.054281183000000066,500.5943522775644,399.999679999872,16,16
9,0.054281183000000066,4314.323462695557,4310.051952819131,1858,1858
9,0.054281183000000066,1676.4011083676055,1661.3018461435597,276,276
9,0.054281183000000066,1171.4987359858371,1077.0267146176088,116,116
10,0.03040587299999986,2792912956.663871,2726706969.5758953,629523563.05,533
10,0.03040587299999986,2788098970.897714,2789512978.3014035,655995365.34,553
10,0.03040587299999986,2819114660.6957617,2730081174.411454,630893940.79,534
10,0.03040587299999986,2800235387.9062576,2867650312.6418195,695385309.79,588
10,0.03040587299999986,2832855562.41185,2675432175.98061,608932060.23,518
10,0.03040587299999986,2861443211.7389526,2922394228.8419476,722389250.71,611
10,0.03040587299999986,2923453684.8312325,2882516399.515329,704911293.85,598
10,0.03040587299999986,2789243988.6742196,2894085228.780303,709512720.94,601
10,0.03040587299999986,3083674202.79706,3052984937.656104,786722329.90,664
10,0.03040587299999986,3221459385.837416,3153414867.013602,834934470.39,701
10,0.03040587299999986,3228588960.9334617,3240092031.4958105,889730337.06,754
10,0.03040587299999986,3232945146.8420067,3244265653.7103553,892647139.45,757
10,0.03040587299999986,3298041266.763037,3281069626.4917307,912265267.87,773
10,0.03040587299999986,3200487403.636151,3204325631.3388567,866975939.23,732
10,0.03040587299999986,3081649079.066668,3066675633.686501,793221073.59,669
10,0.03040587299999986,3070890305.5753803,3131038185.3116536,829604597.85,702
10,0.03040587299999986,2988132517.271833,2850731892.965151,685972539.94,579
10,0.03040587299999986,2997164783.575038,3025894568.741636,776210672.15,658
10,0.03040587299999986,3054146268.021638,3036911739.8160434,783170746.60,665
10,0.03040587299999986,2912880689.793744,2915772959.4733195,720161612.82,610
10,0.03040587299999986,2921716227.8050923,2916995745.6703787,723999930.88,616
10,0.03040587299999986,2874395352.874315,2895811725.806558,710526683.80,602
11,0.018573341000000188,29834.414983902672,14753.881958441503,2661.7,327
11,0.018573341000000188,27992.21438368239,15458.8463053091,2738.4,315
11,0.018573341000000188,23821.688414083863,11878.95205791424,1755.1,220
11,0.018573341000000188,66615.2351673282,37199.259980102026,15190.4,1669
11,0.018573341000000188,127269.14024967197,74169.64635675156,59441.0,6420
11,0.018573341000000188,68058.87659090415,37966.0125837637,15967.5,1770
11,0.018573341000000188,25006.628047158934,13858.26668009835,2114.7,234
11,0.018573341000000188,94714.3024780436,53427.09911839981,31715.7,3524
11,0.018573341000000188,88707.57068256542,50475.93618975035,27851.1,3045
11,0.018573341000000188,39629.15959134305,21327.44787546458,5135.0,581
11,0.018573341000000188,20284.406649517976,9429.644964327215,1122.6,143
11,0.018573341000000188,20573.419546387995,12619.009071143459,1571.0,156
11,0.018573341000000188,93523.54689778297,54103.61947584641,31317.2,3351
11,0.018573341000000188,31795.310539299116,18162.28753505034,3587.6,392
11,0.018573341000000188,14994.619576204848,7132.858983451695,673.4,90
11,0.018573341000000188,47712.42611282619,28816.966146409548,8524.2,877
11,0.018573341000000188,38245.299728245605,21093.265981295066,5064.4,578
11,0.018573341000000188,49576.753430475605,27081.01123374773,8227.1,924
11,0.018573341000000188,45408.8570244449,25627.32737642944,7259.8,804
11,0.018573341000000188,14242.002316320748,8380.736970875594,764.4,84
11,0.018573341000000188,60841.075336238304,30842.46758691059,11257.8,1344
11,0.018573341000000188,54944.82171406093,30784.150939124338,10527.6,1171
11,0.018573341000000188,59312.085897666926,34191.09279586367,12491.6,1336
11,0.018573341000000188,17905.638499893634,9461.204626923743,1086.8,133
11,0.018573341000000188,19292.580450650697,11437.126231750475,1375.7,146
11,0.018573341000000188,64462.55447507044,36723.154110308744,14902.7,1648
11,0.018573341000000188,14597.058612676377,7366.945232443025,630.6,74
11,0.018573341000000188,22765.40000684807,11554.845749971288,1630.1,200
11,0.018573341000000188,17065.04271301079,10084.924797665963,1013.9,102
11,0.018573341000000188,52834.16978807094,31013.576980634207,10144.1,1071
11,0.018573341000000188,27912.656643414084,15641.917666199739,2745.5,309
11,0.018573341000000188,61245.2760057321,31480.01465771361,11950.4,1461
11,0.018573341000000188,76229.74152239594,43214.793485497976,20534.9,2259
11,0.018573341000000188,50118.70036503002,28789.138964192716,9177.0,1018
11,0.018573341000000188,30748.782705816375,19035.20724042555,3684.2,376
11,0.018573341000000188,37646.583210981255,22772.791649650124,5406.0,565
11,0.018573341000000188,62579.78625927142,36102.76324255457,14073.7,1521
11,0.018573341000000188,23456.53994874831,13344.600134463128,2089.1,248
11,0.018573341000000188,21505.778505642043,11979.94353915821,1711.4,205
11,0.018573341000000188,26730.086511853533,15695.23654276818,2600.2,276
11,0.018573341000000188,13630.226689473278,8602.75760987023,732.4,74
11,0.018573341000000188,51254.383440864796,29933.91707030792,9622.6,1035
11,0.018573341000000188,2182.5844286690462,1659.999834,16.6,2
11,0.018573341000000188,123554.34960342661,68834.57888499182,52980.7,5922
11,0.018573341000000188,49806.881282737144,30132.825837586322,9322.8,959
11,0.018573341000000188,64493.00873012683,36078.0860052959,14448.7,1605
11,0.018573341000000188,9300.693134695857,4795.274035454979,251.8,28
11,0.018573341000000188,10580.728299574797,6504.091715204438,451.0,49
11,0.018573341000000188,51666.723785502545,30093.608589312164,9673.8,1035
11,0.018573341000000188,31357.650222091022,16739.319123988513,3209.7,370
11,0.018573341000000188,8700.638813224681,3735.8125870670265,213.3,34
11,0.018573341000000188,11817.470028022242,6786.313568259549,450.0,45
